web-scraper-order,web-scraper-start-url,pagination,appartment-link,appartment-link-href,title,location,price,image-src
"1676984265-718","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=42&without-auction=1","For sale apartment 1+kt 38 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/chynice-chynice-karlstejnska/2678036044","For sale apartment 1+kt 38 m²","Karlštejnská, Chýnice","3 562 500 CZK","https://d18-a.sdn.cz/d_18/c_img_QO_Ks/EWaBHPK.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984267-719","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=42&without-auction=1","For sale apartment 2+1 65 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/bechyne-bechyne-pisecka/1874503244","For sale apartment 2+1 65 m²","Písecká, Bechyně","2 550 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QJ_Jg/mleQTn.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984269-720","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=42&without-auction=1","For sale apartment 3+kt 192 m² (Loft)","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-liben-drahobejlova/1544217676","For sale apartment 3+kt 192 m² (Loft)","Drahobejlova, Praha 9 - Libeň","16 480 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gV_s/ThgBss0.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984299-721","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 50 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-ocelarska/2053493836","For sale apartment 2+kt 50 m²","Ocelářská, Praha 9 - Vysočany","6 540 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/PgABe5E.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984301-722","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+1 69 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/most-most-javorova/206099532","For sale apartment 3+1 69 m²","Javorová, Most","2 199 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_Ja/EUuB56o.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984303-723","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 46 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-sklonena/3841459788","For sale apartment 2+kt 46 m²","Skloněná, Praha 9 - Vysočany","4 990 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/8xGzjk.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984305-724","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 70 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-letnany-miroslava-hajna/3142166348","For sale apartment 2+kt 70 m²","Miroslava Hajna, Praha 9 - Letňany","8 300 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QO_Ks/n2itun.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984308-725","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+1 59 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/cervena-recice-cervena-recice-/3603035980","For sale apartment 3+1 59 m²","Červená Řečice, district Pelhřimov","2 740 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QK_Jb/Dr3CAnj.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984310-726","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 135 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-letnany-nepomuckych/3802036044","For sale apartment 2+kt 135 m²","Nepomuckých, Praha 9 - Letňany","9 300 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gU_p/TwJHVi.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984312-727","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 1+kt 19 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-letnany-kuzelova/1706510156","For sale apartment 1+kt 19 m²","Kuželova, Praha 9 - Letňany","2 900 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LW/YyRKz7.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984314-728","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 4+kt 114 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-brevnov-ve-stresovickach/1991025740","For sale apartment 4+kt 114 m²","Ve Střešovičkách, Praha 6 - Břevnov","15 900 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/PoIns6.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984316-729","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 65 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/brno-zabrdovice-auerswaldova/2808923212","For sale apartment 2+kt 65 m²","Auerswaldova, Brno - Zábrdovice","5 900 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LY/Ur3BaT.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984318-730","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 49 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/rokytnice-nad-jizerou-dolni-rokytnice-/3830629452","For sale apartment 2+kt 49 m²","Rokytnice nad Jizerou - Dolní Rokytnice, district Semily","3 800 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QK_Jc/UBmE2M.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984321-731","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment unusual 99 m² (Attic)","https://www.sreality.cz/en/detail/sale/flat/atypical/praha-karlin-kubova/3930015564","For sale apartment unusual 99 m² (Attic)","Kubova, Praha 8 - Karlín","14 500 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_q/2gPBzFj.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984323-732","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 1+kt 33 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/rokytnice-nad-jizerou-dolni-rokytnice-/2550740044","For sale apartment 1+kt 33 m²","Rokytnice nad Jizerou - Dolní Rokytnice, district Semily","2 632 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LY/3jaBgi.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984325-733","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+kt 156 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-letnany-chlebovicka/4264227916","For sale apartment 3+kt 156 m²","Chlebovická, Praha 9 - Letňany","8 990 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_q/b0cBPrJ.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984327-734","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 1+kt 30 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-nusle-v-obcanskem-domove/3982738508","For sale apartment 1+kt 30 m²","V Občanském domově, Praha - Nusle","3 599 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gT_s/XtlCFT4.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984330-735","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 1+kt 26 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/rokytnice-nad-jizerou-dolni-rokytnice-/2332636236","For sale apartment 1+kt 26 m²","Rokytnice nad Jizerou - Dolní Rokytnice, district Semily","2 360 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L6/qqlj89.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984332-736","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 4+kt 230 m² (Mezonet)","https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-zizkov-u-rajske-zahrady/2550781004","For sale apartment 4+kt 230 m² (Mezonet)","U Rajské zahrady, Praha - Žižkov","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_gY_q/hgXBzCx.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984334-737","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 60 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-strasnice-nazovska/2077946956","For sale apartment 2+kt 60 m²","Názovská, Praha 10 - Strašnice","9 600 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QP_Kx/ZJxcaw.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984336-738","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+1 63 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/praha-smichov-u-malvazinky/3389600844","For sale apartment 2+1 63 m²","U Malvazinky, Praha 5 - Smíchov","7 815 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_Jb/LfnkTX.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984338-739","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+1 72 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/klatovy-klatovy-v-rozvoj/973681740","For sale apartment 3+1 72 m²","Rozvoj, Klatovy - Klatovy V","3 990 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QK_Jc/eZmkGD.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984340-740","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 41 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-brevnov-svojsikova/3558421580","For sale apartment 2+kt 41 m²","Svojsíkova, Praha 6 - Břevnov","5 950 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/EVEBe9g.mpo?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984342-741","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 64 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/lipno-nad-vltavou--/1679373388","For sale apartment 2+kt 64 m²","Lipno nad Vltavou, district Český Krumlov","11 900 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LY/vc6Bla.mpo?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984345-742","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+kt 66 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-petrovice-rezlerova/337196108","For sale apartment 3+kt 66 m²","Rezlerova, Praha 10 - Petrovice","6 000 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/gOVBe9y.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984348-743","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+1 82 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/veseli-nad-luznici-veseli-nad-luznici-i-p--voka/2516440140","For sale apartment 3+1 82 m²","P. Voka, Veselí nad Lužnicí - Veselí nad Lužnicí I","2 690 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L5/GGZBnsL.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984350-744","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 45 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-troja-hnezdenska/3146753868","For sale apartment 2+kt 45 m²","Hnězdenská, Praha 8 - Troja","5 150 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_Ja/GWFBfaj.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984352-745","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 61 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/pardubice-zelene-predmesti-na-spravedlnosti/2840278092","For sale apartment 2+kt 61 m²","Na Spravedlnosti, Pardubice - Zelené Předměstí","4 990 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L6/1Syaxj.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984354-746","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+1 62 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/karvina-mizerov-na-kopci/1461269580","For sale apartment 2+1 62 m²","Na Kopci, Karviná - Mizerov","1 450 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L6/2NekDe.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984357-747","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+kt 77 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-repy-sochanova/1514001484","For sale apartment 3+kt 77 m²","Socháňova, Praha 6 - Řepy","6 597 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QO_Ks/cIFWli.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984359-748","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 1+kt 32 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-bubenec-jaselska/1949885516","For sale apartment 1+kt 32 m²","Jaselská, Praha 6 - Bubeneč","6 290 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QO_Ks/tPEB36.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984361-749","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+1 76 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/praha-krc-budejovicka/1920616268","For sale apartment 3+1 76 m²","Budějovická, Praha 4 - Krč","9 100 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LX/50U7dW.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984363-750","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 6 rooms plus 214 m²","https://www.sreality.cz/en/detail/sale/flat/6-and-more/hradec-kralove-hradec-kralove-komenskeho/2718984540","For sale apartment 6 rooms plus 214 m²","Komenského, Hradec Králové","12 199 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gR_o/PpfBGBU.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984365-751","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+1 57 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/jirkov-jirkov-studentska/2986329164","For sale apartment 2+1 57 m²","Studentská, Jirkov","1 290 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gY_q/iwwCCv8.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984368-752","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 47 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-horni-mecholupy-modenska/1651788","For sale apartment 2+kt 47 m²","Modenská, Praha 10 - Horní Měcholupy","6 950 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QL_Jy/fPckAg.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984370-753","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+kt 95 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/jihlava-jihlava-okruzni/3447440460","For sale apartment 3+kt 95 m²","Okružní, Jihlava","8 664 350 CZK","https://d18-a.sdn.cz/d_18/c_img_QO_Ks/KBhBF6q.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984372-754","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 70 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/jihlava-jihlava-okruzni/4252746828","For sale apartment 2+kt 70 m²","Okružní, Jihlava","6 287 300 CZK","https://d18-a.sdn.cz/d_18/c_img_QM_KW/qr4joL.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984375-755","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 63 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/znojmo-primetice-/3945448524","For sale apartment 2+kt 63 m²","Znojmo - Přímětice, district Znojmo","4 995 800 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_q/UbVCDUE.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984377-756","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+kt 87 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/znojmo-primetice-/1261093964","For sale apartment 3+kt 87 m²","Znojmo - Přímětice, district Znojmo","6 092 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_Ja/26ZCAE3.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984379-757","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 4+kt 165 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/znojmo-primetice-/2318058572","For sale apartment 4+kt 165 m²","Znojmo - Přímětice, district Znojmo","8 171 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QP_Kx/YtEnuj.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984381-758","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 1+kt 46 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/jihlava-jihlava-okruzni/933483596","For sale apartment 1+kt 46 m²","Okružní, Jihlava","4 439 360 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LX/XOdBGug.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984383-759","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 4+kt 106 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/jihlava-jihlava-okruzni/3058418764","For sale apartment 4+kt 106 m²","Okružní, Jihlava","9 640 600 CZK","https://d18-a.sdn.cz/d_18/c_img_QO_Ks/SdIBF7K.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984385-760","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+1 57 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/ostrava-poruba-kubanska/1125725260","For sale apartment 3+1 57 m²","Kubánská, Ostrava - Poruba","2 783 275 CZK","https://d18-a.sdn.cz/d_18/c_img_QM_KW/rng22b.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984387-761","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 52 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-letnany-kostomlatska/1578710092","For sale apartment 2+kt 52 m²","Kostomlatská, Praha 9 - Letňany","6 300 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LY/k1WBvJ.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984389-762","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+kt 107 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/zajeci-zajeci-skolni/1746482252","For sale apartment 3+kt 107 m²","Školní, Zaječí","7 025 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/7JEBfLQ.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984393-763","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+1 43 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/zlate-hory-zlate-hory-na-sidlisti/4212733004","For sale apartment 2+1 43 m²","Na Sídlišti, Zlaté Hory","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_QI_Jb/tHFkIW.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984395-764","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+1 70 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/tyn-nad-vltavou-tyn-nad-vltavou-komenskeho/2246653004","For sale apartment 3+1 70 m²","Komenského, Týn nad Vltavou","2 490 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LY/yV9Byb.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984397-765","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 2+kt 57 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-vysocanska/4142412876","For sale apartment 2+kt 57 m²","Vysočanská, Praha 9 - Vysočany","8 790 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QM_KW/YKv6So.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676984400-766","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=46&without-auction=1","For sale apartment 3+kt 112 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-vysocany-vysocanska/3840422988","For sale apartment 3+kt 112 m²","Vysočanská, Praha 9 - Vysočany","16 290 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L6/VRJnji.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
